"id","datum","lactatie","dim","productie","BSK","Vet","Eiwit","voer1","voer2","Voer3","Melkingen","Weigeringen","Herkauwminuten","Totale vreettijd in minuten"
"1241",6644,2026-06-23,1,203,36.3,66.8,4.17,3.27,4,0.9,NA,3,2,732,287
"1242",5036,2026-04-14,6,121,46.1,54.8,4.67,3.81,4,0,NA,2,3,731,326
"1243",5036,2026-06-05,6,173,42.1,54.7,4.62,3.77,4,1,NA,3,1,731,308
"1244",5729,2025-11-13,2,110,50.5,64.2,4.16,3.3,4,0.5,NA,2,0,731,204
"1245",5729,2026-07-02,3,15,45.8,49.5,4.08,3.74,4,0.5,NA,4,5,731,148
"1246",5729,2026-07-22,3,35,51.1,54.2,4.11,3.48,5.5,0,NA,3,0,731,211
"1247",5714,2026-05-21,4,94,47.9,53.1,3.57,3.79,4,0.5,NA,3,13,731,325
"1248",5652,2025-12-20,4,5,34.5,38.7,4.93,4.74,2.48,0.5,NA,2,1,731,230
"1249",5652,2025-12-30,4,15,43.7,49,4.37,3.83,3.43,0.5,NA,3,0,731,242
"1250",5652,2026-06-09,4,176,39.1,51.3,4.21,3.69,3.67,1,NA,3,0,731,237
"1251",5652,2026-07-08,4,205,39.3,57,4.26,3.68,3.67,1,NA,3,2,731,198
"1252",5610,2025-11-29,4,46,54.5,56.1,4,3.47,4,0.5,NA,3,3,731,448
"1253",5610,2026-06-07,4,236,43.8,65.7,4.01,3.49,4.05,1,NA,3,2,731,403
"1254",5779,2025-12-12,3,111,41.5,51,4.38,3.55,4,0.5,NA,4,1,731,459
"1255",5635,2026-03-22,4,147,52.2,66.4,4.59,3.19,3.58,0.43,NA,3,0,731,368
"1256",5637,2026-03-22,4,96,52.2,57.5,3.89,3.6,4,0,NA,3,0,731,341
"1257",5954,2026-05-17,3,110,54.3,65.2,3.43,3.51,4,0.5,NA,3,0,731,343
"1258",6154,2025-11-12,2,231,31.5,55.7,4.75,3.41,2.55,0.35,NA,3,1,731,367
"1259",6144,2025-12-20,2,101,52.8,68.6,3.89,3.61,4,0.5,NA,3,0,731,377
"1260",6144,2025-12-26,2,107,48.9,63.5,4.03,3.64,4,0.5,NA,2,0,731,345
"1261",6144,2026-03-28,2,199,46.4,69.7,4.29,3.77,3.14,0.45,NA,3,0,731,348
"1262",6144,2026-06-29,2,292,41,76.7,4.15,3.62,3.52,1,NA,3,1,731,414
"1263",5962,2026-01-02,3,102,41.4,52.1,4.96,3.86,4,0.5,NA,1,0,731,313
"1264",50729,2026-06-14,4,296,34.8,64.4,4.57,3.75,3.12,1,NA,3,0,731,271
"1265",40304,2025-12-26,4,51,56.7,58.4,3.85,3.18,4,0.5,NA,4,3,731,307
"1266",40304,2026-03-17,4,132,47.3,57.7,3.8,3.34,3.95,0.05,NA,2,0,731,277
"1267",73429,2026-04-08,4,18,53.9,60.9,4.24,3.11,3.71,0,NA,3,4,731,243
"1268",73429,2026-07-10,4,111,49.3,56.2,4.22,3.5,5,0.5,NA,2,0,731,181
"1269",50516,2026-01-23,4,13,51.3,57.4,3.03,3.57,3.24,0,NA,3,0,731,269
"1270",6524,2026-03-04,1,175,32,52.1,4.53,4.07,2.09,0.4,NA,3,9,731,319
"1271",6524,2026-06-07,1,270,29.5,53.1,4.34,3.91,3.41,0.9,NA,2,4,731,285
"1272",6622,2026-03-16,1,62,36.4,52.1,3.93,3.85,3.5,0,NA,3,1,731,418
"1273",6628,2026-03-26,1,121,32.1,51.6,4.44,3.44,3.5,0,NA,2,8,731,466
"1274",6628,2026-04-03,1,129,34.6,55.7,4.27,3.61,3.5,0,NA,3,3,731,307
"1275",6628,2026-04-28,1,154,36.7,60.2,4.7,4,2.5,0.4,NA,3,7,731,320
"1276",6644,2026-06-02,1,182,36.3,65.1,4.16,3.4,3.81,0.9,NA,4,1,731,376
"1277",6964,2026-03-05,1,8,21.5,40.9,4.11,4.03,2.45,0,NA,3,0,731,216
"1278",6964,2026-05-23,1,87,31.6,50.3,4.16,3.63,3.5,0.5,NA,2,1,731,333
"1279",5036,2025-11-23,5,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,322
"1280",5036,2025-12-19,6,5,40.8,46.1,3.64,4.65,2.48,0.5,NA,2,10,730,272
"1281",5036,2026-08-13,6,242,43.1,71.9,4.54,3.5,4,1,NA,3,0,730,306
"1282",5729,2025-11-21,2,118,49.3,62.6,4.05,3.29,4,0.5,NA,3,2,730,278
"1283",5729,2026-01-14,2,172,49.4,71.1,4.33,3.23,3.5,0.5,NA,2,0,730,186
"1284",5652,2026-03-02,4,77,44.9,47.1,4.05,3.77,4,0,NA,3,7,730,214
"1285",5652,2026-08-02,4,230,36.6,56.8,3.83,3.5,3.65,1,NA,3,0,730,240
"1286",5617,2026-07-14,5,23,52.7,55.9,3.37,3.55,5,0.5,NA,2,0,730,261
"1287",5610,2026-06-15,4,244,39.8,63.2,4.14,3.43,3.97,1,NA,3,1,730,422
"1288",5610,2026-07-08,4,267,39.4,68.1,4.19,3.47,3.67,1,NA,3,2,730,415
"1289",5779,2025-11-12,3,81,46.3,54.7,4,3.52,4,0.5,NA,3,1,730,396
"1290",5635,2026-05-30,4,216,50.1,71.2,4.41,3.09,4.1,1,NA,3,1,730,211
"1291",5637,2026-07-08,4,204,47.4,68.7,3.97,3.49,4.3,1,NA,4,0,730,306
"1292",5954,2026-02-08,3,12,49,55.9,3.64,3.67,3.14,0,NA,3,1,730,332
"1293",6154,2025-12-25,2,274,31.5,61.1,5.12,3.52,2.4,0.33,NA,2,1,730,324
"1294",6144,2025-12-08,2,89,51.9,64.8,3.57,3.63,4,0.5,NA,1,0,730,363
"1295",6144,2026-01-19,2,131,40.9,55.2,4.13,3.65,3.98,0.03,NA,2,0,730,349
"1296",5963,2025-11-27,3,70,41.2,47.4,4.34,3.57,4,0.5,NA,2,0,730,258
"1297",5963,2026-01-17,3,121,34.6,45.3,4.62,3.62,4,0,NA,2,0,730,287
"1298",5963,2026-03-26,3,189,33.7,49.2,4.79,3.82,2.26,0.34,NA,2,1,730,310
"1299",5963,2026-04-15,3,209,31.1,47.3,4.98,3.79,2.27,0.34,NA,2,0,730,318
"1300",5963,2026-06-14,3,269,21.3,37.6,5.22,3.6,2.69,1,NA,2,0,730,136
"1301",5963,2026-08-06,3,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,105
"1302",5962,2026-06-03,3,254,30.9,51.5,5.57,4.01,2.94,1,NA,2,0,730,320
"1303",73344,2026-08-15,5,100,37,43.3,4.56,3.4,5,0.5,NA,2,0,730,278
"1304",50729,2026-01-09,4,140,39.4,51.2,4.88,3.67,3.8,0.25,NA,2,0,730,313
"1305",50729,2026-05-25,4,276,32.9,56.3,4.55,3.79,2.45,1,NA,2,0,730,238
"1306",40304,2025-12-02,4,27,51,53.6,3.57,3.3,4,0.5,NA,2,1,730,269
"1307",40304,2026-07-04,4,241,46.6,74.1,3.85,3.3,4,1,NA,4,2,730,258
"1308",50516,2026-02-23,4,44,66.1,66.8,3.81,3.62,4,0,NA,3,0,730,330
"1309",6506,2025-12-06,1,140,37.1,62.7,4.9,3.48,3.5,0.5,NA,3,1,730,289
"1310",6628,2026-03-01,1,96,39,59.6,4.34,3.83,3.5,0,NA,4,2,730,391
"1311",6628,2026-05-12,1,168,38.2,63.4,4.04,3.78,2.37,0.4,NA,3,6,730,352
"1312",6979,2026-06-18,1,41,37.4,55.4,4.03,3.48,4.5,0.5,NA,2,0,730,327
"1313",5500,2026-05-24,4,0,14.3,NA,4.36,5.03,1,0.5,NA,1,3,73,163
"1314",5036,2026-01-09,6,26,52.8,53.9,4.55,3.72,4,0.1,NA,4,3,729,358
"1315",5036,2026-04-30,6,137,44.2,52.6,4.75,3.77,3.83,0.18,NA,3,1,729,326
"1316",5036,2026-08-09,6,238,43,66.2,4.75,3.41,3.94,1,NA,3,3,729,351
"1317",5642,2025-12-26,4,26,52.4,55.1,4.08,3.29,4,0.5,NA,3,0,729,268
"1318",5652,2026-02-24,4,71,46.4,48.7,4.24,3.68,4,0,NA,3,1,729,235
"1319",5652,2026-04-06,4,112,42.3,48.6,4.15,3.75,4,0,NA,3,5,729,275
"1320",5610,2026-05-22,4,220,43.1,64.7,3.94,3.61,2.98,1,NA,3,3,729,355
"1321",5779,2025-12-10,3,109,38.9,47.9,4.41,3.48,4,0.5,NA,4,2,729,406
"1322",5954,2026-06-19,3,143,48,61.9,3.54,3.6,4.68,0.83,NA,2,0,729,377
"1323",6153,2025-12-04,2,86,36.9,46.9,4.75,3.52,4,0.5,NA,3,0,729,265
"1324",6153,2026-01-09,2,122,36,49,5.25,3.56,4,0.1,NA,2,0,729,277
"1325",6153,2026-05-29,2,262,25.1,45.2,5.26,3.54,1.99,1,NA,2,0,729,205
"1326",6144,2026-01-02,2,114,52.4,68.2,3.91,3.7,4,0.5,NA,2,1,729,368
"1327",6144,2026-01-09,2,121,49.7,67.1,3.95,3.67,4,0.1,NA,1,0,729,341
"1328",6144,2026-07-20,2,313,40.6,NA,3.94,3.73,4.59,0,NA,1,1,729,379
"1329",5963,2025-11-25,3,68,35.9,41.3,4.43,3.58,4,0.5,NA,1,0,729,231
"1330",6150,2026-05-19,3,5,36.5,40.5,3.82,4.19,1.5,0.5,NA,2,3,729,204
"1331",6150,2026-05-31,3,17,51.2,56.8,3.95,3.65,3.63,0.5,NA,4,7,729,336
"1332",5962,2025-12-13,3,82,35.5,42.9,5.24,3.69,4,0.5,NA,2,4,729,317
"1333",44201,2025-11-17,4,146,37.3,49.9,3.9,3.4,4,0.5,NA,2,0,729,442
"1334",50729,2026-03-11,4,201,38.9,57.6,4.73,3.66,2.66,0.39,NA,2,0,729,327
"1335",89291,2026-01-13,4,71,55.7,58.5,4.32,3.12,4,0,NA,3,0,729,233
"1336",40304,2025-12-09,4,34,54.2,56.9,3.76,3.27,4,0.5,NA,3,0,729,168
"1337",40304,2026-02-09,4,96,53.5,59.4,3.61,3.18,4,0,NA,4,0,729,307
"1338",40304,2026-02-14,4,101,54.8,63.5,3.85,3.29,4,0,NA,3,0,729,338
"1339",40304,2026-05-17,4,193,50.5,68.7,3.91,3.24,3.5,1,NA,3,0,729,312
"1340",73429,2026-05-04,4,44,64.1,64.1,4.26,3.42,4,0,NA,3,0,729,207
"1341",50516,2026-07-08,4,179,49.7,65.1,3.82,3.61,4.27,1,NA,3,1,729,300
"1342",6506,2026-01-12,1,177,37.8,65.1,5.36,3.52,2.42,0.4,NA,3,0,729,289
"1343",6506,2026-03-23,1,247,36.8,68.4,5.42,3.67,2.35,0.4,NA,2,0,729,391
"1344",6524,2026-05-08,1,240,22.5,38.7,4.71,3.74,1.61,0.4,NA,2,2,729,324
"1345",6622,2026-02-21,1,39,38.4,56,4.29,3.79,3.5,0,NA,3,0,729,382
"1346",6628,2026-02-18,1,85,36.5,55.9,4.13,3.81,3.5,0,NA,2,0,729,365
"1347",6964,2026-06-13,1,108,33.2,54.4,4.04,3.6,4.5,0.5,NA,3,2,729,251
"1348",5036,2025-11-12,5,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,728,320
"1349",5036,2026-07-07,6,205,43.8,63.5,4.59,3.76,3.92,1,NA,3,1,728,291
"1350",5707,2025-12-11,3,190,26.4,39.4,6.49,3.83,1.97,0.28,NA,2,2,728,239
"1351",5642,2025-12-20,4,20,52.8,55.4,4.43,3.38,3.9,0.5,NA,4,0,728,326
"1352",5729,2025-11-29,2,126,56.2,74.8,4.12,3.38,4,0.5,NA,3,0,728,241
"1353",5729,2025-12-23,2,150,52.3,72.7,4.14,3.25,4,0.5,NA,3,0,728,181
"1354",5652,2026-02-02,4,49,50.3,50.8,4.03,3.48,4,0,NA,3,5,728,237
"1355",5652,2026-07-02,4,199,38.7,53,4.25,3.61,3.5,1,NA,3,1,728,188
"1356",5797,2025-11-27,3,280,37.8,73.7,4.95,3.39,2.83,0.37,NA,3,0,728,308
"1357",5606,2025-12-16,4,150,46.3,62,4.25,3.64,4,0.5,NA,3,0,728,253
"1358",5637,2026-03-29,4,103,53.2,61.1,4.32,3.63,4,0,NA,3,0,728,294
"1359",6154,2026-07-06,3,108,42,50.4,3.42,3.6,5,0.5,NA,3,4,728,317
"1360",6153,2026-03-17,2,189,30.2,45.6,5.11,3.63,2.04,0.31,NA,1,0,728,233
"1361",6144,2026-03-08,2,179,42.1,60.6,4.23,3.75,3.23,0.47,NA,2,0,728,413
"1362",6144,2026-03-24,2,195,41.4,62.1,4.15,3.81,3.12,0.44,NA,2,0,728,386
"1363",6144,2026-05-06,2,238,43.3,69.7,3.85,3.79,2.91,0.42,NA,2,0,728,377
"1364",5963,2025-12-24,3,97,36.1,43.6,4.34,3.54,4,0.5,NA,2,0,728,335
"1365",5963,2026-01-19,3,123,34.6,45.3,4.59,3.61,4,0,NA,2,0,728,250
"1366",5963,2026-04-16,3,210,32.7,49.7,5.01,3.77,2.27,0.34,NA,2,0,728,339
"1367",5955,2026-07-10,3,123,46,56.6,4.3,3.79,5,0.5,NA,3,0,728,318
"1368",40304,2026-03-23,4,138,53.5,65.3,4.15,3.27,3.8,0.2,NA,3,4,728,239
"1369",50516,2026-03-03,4,52,63.8,64.5,3.91,3.69,4,0,NA,2,0,728,314
"1370",6506,2026-03-13,1,237,37.1,67.1,5.39,3.7,2.34,0.4,NA,3,1,728,398
"1371",6622,2026-06-24,1,162,32.9,53.3,4.02,3.79,3.81,0.9,NA,3,0,728,300
"1372",6628,2026-01-09,1,45,38.5,57.7,3.88,3.43,4,0.1,NA,2,3,728,284
"1373",6628,2026-02-27,1,94,37.5,57.4,4.13,3.88,3.5,0,NA,3,3,728,423
"1374",6628,2026-06-11,1,198,34.8,58.9,3.81,3.39,3.91,0.9,NA,3,10,728,377
"1375",6628,2026-06-29,1,216,34.4,58.8,4.05,3.5,4,0.9,NA,3,3,728,286
"1376",6628,2026-08-14,1,262,36.3,70,4.28,3.54,4,0.9,NA,3,1,728,377
"1377",6640,2026-03-19,1,141,30.5,52.7,5.05,3.62,3.21,0.29,NA,3,2,728,279
"1378",6640,2026-07-12,1,256,26.1,49.7,4.85,3.6,3.13,0.9,NA,2,0,728,216
"1379",6644,2026-01-13,1,42,35.1,54.3,4.56,3.25,3.5,0,NA,4,0,728,434
"1380",6644,2026-01-21,1,50,35.5,55,4.4,3.16,3.5,0,NA,3,0,728,329
"1381",6948,2026-05-02,1,158,35.7,61.8,4.23,3.45,2.29,0.4,NA,3,0,728,339
"1382",6948,2026-06-24,1,211,35.3,63.6,3.9,3.16,4,0.9,NA,3,0,728,276
"1383",5707,2026-08-16,4,67,42.9,46.8,4.24,3.59,5,0.5,NA,1,0,727,309
"1384",5718,2026-06-08,4,101,41.4,48.5,4.23,3.54,5,0.5,NA,3,1,727,306
"1385",5642,2025-12-19,4,19,53.4,60.9,4.28,3.36,3.81,0.5,NA,3,0,727,301
"1386",5729,2026-03-13,2,230,51.2,83.9,4.38,3.44,3.5,0.5,NA,3,0,727,124
"1387",5714,2025-12-24,3,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,296
"1388",5714,2026-03-01,4,13,40.3,44.7,2.33,3.93,3.24,0,NA,4,14,727,341
"1389",5714,2026-03-06,4,18,44.3,49.2,3.23,3.79,3.71,0,NA,4,2,727,330
"1390",5635,2026-03-12,4,137,51.1,62.4,4.64,3.21,3.83,0.18,NA,4,2,727,333
"1391",5635,2026-07-23,4,270,47,81.3,4.55,3.02,5.17,0,NA,3,0,727,226
"1392",5637,2026-07-03,4,199,44.3,60.7,3.94,3.45,4.22,1,NA,3,4,727,321
"1393",5954,2026-05-01,3,94,52,59.3,3.27,3.5,4,0,NA,3,1,727,497
"1394",6153,2026-05-08,2,241,26.6,45.3,5.01,3.55,1.91,0.29,NA,1,0,727,239
"1395",6144,2026-07-25,2,318,39.9,NA,4.29,3.72,4.42,0.3,NA,2,0,727,353
"1396",5963,2026-06-01,3,256,31.1,51.9,4.74,3.61,2.92,1,NA,2,0,727,214
"1397",6150,2026-06-08,3,25,51.3,54.4,3.78,3.59,5,0.5,NA,3,1,727,269
"1398",50729,2026-06-08,4,290,35.2,65.2,4.78,3.8,3.16,1,NA,2,1,727,252
"1399",89291,2026-06-15,4,224,39.3,58.5,4.31,3.33,3.68,1,NA,3,0,727,245
"1400",40304,2025-12-18,4,43,58.7,60.4,3.39,3.25,4,0.5,NA,4,4,727,307
"1401",40304,2026-01-11,4,67,53.9,57.1,3.75,3.03,4,0,NA,3,4,727,391
"1402",40304,2026-02-16,4,103,57,66.1,3.78,3.31,4,0,NA,4,2,727,352
"1403",40304,2026-05-29,4,205,52.3,74.3,3.68,3.21,3.8,1,NA,3,1,727,165
"1404",40304,2026-08-16,4,284,37.7,71.3,4.27,3.25,3.85,1,NA,2,1,727,233
"1405",73429,2026-04-29,4,39,64.7,66,4.13,3.34,4,0,NA,4,0,727,322
"1406",73429,2026-06-08,4,79,55.3,57,4.24,3.49,5,0.5,NA,3,1,727,235
"1407",50516,2026-03-12,4,61,63.3,66.4,3.81,3.72,4,0,NA,3,0,727,326
"1408",50516,2026-06-05,4,146,53.7,67.1,3.88,3.71,4.6,0.9,NA,2,0,727,308
"1409",50516,2026-08-18,4,220,46.7,72.4,3.86,3.49,4.31,1,NA,3,0,727,200
"1410",6506,2026-04-07,1,262,35.3,67.5,5.5,3.73,2.32,0.4,NA,3,0,727,268
"1411",6524,2025-11-28,1,79,29.6,43.7,5.31,3.93,3.5,0.5,NA,2,1,727,263
"1412",6524,2026-06-20,1,283,30.9,57.6,4.43,3.94,3.47,0.9,NA,2,5,727,242
"1413",6622,2026-02-17,1,35,38.5,56.2,4.14,3.75,3.5,0,NA,3,0,727,348
"1414",5689,2026-06-20,4,40,48.1,49.5,4.27,3.39,5,0.5,NA,2,2,726,285
"1415",5729,2026-02-16,2,205,51.6,80.5,4.33,3.38,3.5,0.5,NA,2,0,726,186
"1416",5729,2026-02-23,2,212,50.8,79.2,4.33,3.36,3.5,0.5,NA,3,0,726,229
"1417",5729,2026-04-18,2,266,48.3,88.9,4.43,3.5,3.35,0.48,NA,3,1,726,220
"1418",5729,2026-08-06,3,50,48.1,51,4.07,3.28,5,0.5,NA,3,0,726,151
"1419",5652,2026-01-17,4,33,51,52,4.15,3.49,4,0,NA,3,0,726,255
"1420",5652,2026-06-16,4,183,37.6,51.6,4.24,3.69,3.62,1,NA,2,0,726,213
"1421",5652,2026-07-12,4,209,38.5,55.9,4.22,3.71,3.67,1,NA,4,1,726,237
"1422",5610,2026-01-13,4,91,46.4,51.5,4.13,3.37,4,0,NA,3,0,726,433
"1423",5610,2026-02-12,4,121,44.1,53.8,4.78,3.5,4,0,NA,3,0,726,431
"1424",5779,2026-01-30,3,160,39.1,52,5.12,3.7,2.66,0.39,NA,3,2,726,414
"1425",5779,2026-03-24,3,213,34.4,51.7,5.38,3.83,2.4,0.36,NA,3,2,726,441
"1426",5606,2025-11-20,4,124,45.7,58.5,4.4,3.58,4,0.5,NA,3,0,726,314
"1427",5635,2026-06-05,4,222,49.3,73.9,4.3,3.02,4.5,1,NA,2,1,726,178
"1428",5637,2026-06-04,4,170,46.8,61.3,3.92,3.4,4.37,1,NA,3,1,726,316
"1429",5637,2026-07-22,4,218,45.7,66.3,4.1,3.49,5.24,0,NA,4,1,726,296
"1430",5954,2026-06-16,3,140,44.5,57.3,3.39,3.63,4.75,0.75,NA,2,2,726,411
"1431",6153,2025-12-27,2,109,35.9,47.3,4.94,3.46,4,0.5,NA,2,1,726,282
"1432",6153,2025-12-30,2,112,35.2,46.4,4.55,3.5,4,0.5,NA,2,0,726,260
"1433",6153,2026-02-12,2,156,32.1,45.2,5.03,3.47,2.9,0.33,NA,2,0,726,284
"1434",6153,2026-02-17,2,161,31.1,45.3,5.06,3.64,2.4,0.33,NA,2,0,726,302
"1435",6153,2026-03-28,2,200,30.5,46,4.97,3.64,2,0.3,NA,2,0,726,276
"1436",6144,2025-12-22,2,103,52.1,67.7,3.85,3.63,4,0.5,NA,3,0,726,351
"1437",6144,2026-05-05,2,237,40.3,64.9,3.94,3.88,3.01,0.43,NA,2,0,726,315
"1438",5963,2026-07-07,3,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,75
"1439",5962,2026-04-14,3,204,30.8,46.7,5.98,3.91,2.17,0.33,NA,1,0,726,301
"1440",44201,2026-06-16,4,357,23,NA,4.56,3.85,2.32,1,NA,1,0,726,349
"1441",50729,2026-05-09,4,260,36.1,61.7,4.57,3.77,2.33,0.35,NA,2,0,726,228
"1442",89291,2026-01-28,4,86,43.9,48.3,4.09,3.24,4,0,NA,2,3,726,325
"1443",40304,2026-06-29,4,236,42.6,63.9,4.18,3.12,4.23,1,NA,3,4,726,74
"1444",73429,2026-04-11,4,21,59,60.2,4.45,3.08,4,0,NA,3,1,726,294
"1445",73429,2026-05-23,4,63,59.1,60.9,4.16,3.42,4,0.5,NA,3,0,726,245
"1446",73429,2026-06-14,4,85,57.5,62.1,4.08,3.52,5,0.5,NA,3,0,726,238
"1447",73429,2026-07-15,4,116,47.5,54.2,3.9,3.5,5,0.5,NA,2,0,726,147
"1448",6481,2026-01-13,2,42,48.5,62.5,4.88,3.28,4,0,NA,3,0,726,316
"1449",6506,2025-12-03,1,137,36.5,60.2,5.08,3.49,3.5,0.5,NA,4,3,726,309
"1450",6628,2025-12-14,1,19,41.5,76.4,4.44,3.23,3.34,0.5,NA,4,5,726,304
"1451",6628,2026-03-30,1,125,32.8,52.8,4.27,3.59,3.5,0,NA,2,1,726,374
"1452",6969,2026-06-05,1,114,33.5,54.9,3.66,3.65,4.5,0.5,NA,2,0,726,341
"1453",5724,2025-11-23,3,163,44.7,64.3,4.7,3.25,3.53,0.45,NA,3,4,725,357
"1454",5036,2026-04-12,6,119,45.3,51.7,4.79,3.85,4,0,NA,3,0,725,329
"1455",5707,2026-07-19,4,39,50,53,4.31,3.67,5.5,0,NA,2,0,725,303
"1456",5718,2026-06-10,4,103,41.8,48.9,4.61,3.55,5,0.5,NA,3,0,725,327
"1457",5642,2025-12-24,4,24,50.7,53.3,4.14,3.42,4,0.5,NA,3,3,725,324
"1458",5714,2026-01-01,3,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,356
"1459",5714,2026-04-13,4,56,51.3,52.3,3.99,3.73,4,0,NA,4,5,725,393
"1460",5652,2026-07-01,4,198,37,50.7,4.24,3.7,3.53,1,NA,2,2,725,233
"1461",5779,2025-11-26,3,95,44.2,52.2,4.15,3.5,4,0.5,NA,3,0,725,435
"1462",5637,2026-02-25,4,71,58.1,61,3.95,3.59,4,0,NA,3,0,725,307
"1463",5637,2026-06-25,4,191,47,64.5,4.05,3.53,4.32,1,NA,2,0,725,262
"1464",6153,2026-01-26,2,139,32.8,44.6,5.36,3.42,3.78,0.23,NA,2,0,725,263
"1465",6153,2026-02-03,2,147,32.1,45.2,5.41,3.42,3.58,0.43,NA,3,0,725,168
"1466",6153,2026-03-27,2,199,30.2,45.6,5.3,3.64,2.03,0.31,NA,2,0,725,307
"1467",6144,2025-12-30,2,111,49.7,64.6,4.01,3.62,4,0.5,NA,2,0,725,384
"1468",5963,2026-04-14,3,208,32.9,50,4.84,3.8,2.37,0.35,NA,1,0,725,314
"1469",5963,2026-06-03,3,258,28.9,48.3,4.59,3.68,2.97,1,NA,2,1,725,243
"1470",5963,2026-08-10,3,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,80
"1471",44201,2025-11-20,4,149,37.1,49.7,3.89,3.42,4,0.5,NA,2,0,725,351
"1472",6256,2026-05-19,2,139,36.7,47.7,4.23,3.4,3.78,0.73,NA,3,0,725,395
"1473",40304,2025-12-25,4,50,53.8,55.4,3.69,3.13,4,0.5,NA,3,1,725,327
"1474",40304,2026-01-28,4,84,54.8,60.8,3.81,3.05,4,0,NA,4,2,725,350
"1475",40304,2026-03-24,4,139,53.4,65.2,4.14,3.33,3.78,0.23,NA,3,3,725,287
"1476",73429,2026-04-23,4,33,65.5,66.8,4.25,3.29,4,0,NA,3,0,725,311
"1477",6506,2026-02-27,1,223,36.7,66.4,5.39,3.64,2.37,0.4,NA,3,1,725,355
"1478",6506,2026-03-24,1,248,36.1,67.2,5.61,3.72,2.35,0.4,NA,4,0,725,379
"1479",6524,2026-06-05,1,268,29.7,53.5,4.42,3.94,3.38,0.9,NA,3,4,725,282
"1480",6524,2026-06-11,1,274,28.8,51.9,4.34,3.94,3.36,0.9,NA,1,1,725,346
"1481",6621,2026-01-09,1,105,26.1,42.8,4.56,3.74,3.5,0.1,NA,2,0,725,329
"1482",6640,2026-05-27,1,210,27.4,49.4,4.7,3.54,1.93,1,NA,3,2,725,210
"1483",6969,2026-04-30,1,78,36.3,56.7,3.94,3.84,3.5,0,NA,2,0,725,405
"1484",6985,2026-07-08,1,53,42.1,66.9,3.68,3.31,4.5,0.5,NA,3,0,725,338
"1485",6985,2026-08-24,1,100,29.6,50.4,3.83,3.31,4.5,0.5,NA,1,1,725,313
"1486",5036,2026-08-30,6,259,41.1,68.6,4.54,3.57,3.88,1,NA,3,0,724,327
"1487",5675,2026-03-04,3,172,33.1,45.7,5.18,3.44,2.54,0.38,NA,4,3,724,331
"1488",5677,2026-04-20,4,5,39.8,43.4,4.76,4.15,1.5,0,NA,2,6,724,277
"1489",5642,2026-02-27,4,89,59.1,65.7,4.28,3.5,4,0,NA,4,1,724,308
"1490",5729,2026-02-17,2,206,51.5,80.3,4.29,3.39,3.5,0.5,NA,3,0,724,108
"1491",5714,2026-03-24,4,36,49,50.4,3.88,3.75,4,0,NA,4,5,724,378
"1492",5610,2026-07-11,4,270,27.5,47.6,4.55,3.54,3.56,1,NA,3,1,724,324
"1493",5779,2025-12-15,3,114,43.1,53,4.36,3.65,4,0.5,NA,3,0,724,451
"1494",5779,2026-03-21,3,210,34.3,51.4,5.42,3.85,2.42,0.36,NA,3,0,724,438
"1495",5779,2026-03-29,3,218,33.1,49.6,5.29,3.82,2.34,0.35,NA,2,0,724,381
"1496",5954,2026-05-04,3,97,50.3,57.3,3.42,3.51,4,0,NA,3,0,724,429
"1497",6153,2026-05-27,2,260,23.9,42.9,4.89,3.59,1.72,1,NA,1,0,724,239
"1498",5963,2026-04-29,3,223,33.1,52.6,4.9,3.78,2.26,0.34,NA,2,0,724,273
"1499",5963,2026-07-11,3,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,106
"1500",5963,2026-07-16,3,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,153
"1501",50729,2025-11-30,4,100,47.4,57.4,4.53,3.52,4,0.5,NA,3,0,724,311
"1502",50729,2026-06-16,4,298,33.5,62.1,4.38,3.78,3.17,1,NA,2,3,724,286
"1503",40304,2026-01-09,4,65,57.3,60.7,3.5,3.07,4,0.1,NA,3,1,724,282
"1504",40304,2026-02-25,4,112,51.6,59.9,3.97,3.24,4,0,NA,3,0,724,301
"1505",40304,2026-05-05,4,181,49.3,67.1,3.78,3.3,3.5,0.5,NA,3,0,724,284
"1506",73429,2026-07-04,4,105,52.8,60.2,4,3.5,5,0.5,NA,2,0,724,145
"1507",73429,2026-07-25,4,126,52.9,63.5,4.21,3.56,5.4,0.3,NA,2,0,724,219
"1508",6506,2026-02-06,1,202,37.8,67,5.17,3.46,2.35,0.4,NA,4,1,724,321
"1509",6506,2026-03-09,1,233,36.3,65.8,5.38,3.64,2.36,0.4,NA,3,0,724,404
"1510",6524,2026-02-24,1,167,31.8,51.8,4.74,4.1,2.08,0.4,NA,3,7,724,317
"1511",6644,2026-05-25,1,174,36.5,63.1,4.19,3.44,2.37,1,NA,3,1,724,321
"1512",6973,2026-05-31,1,87,36,57.2,3.97,3.72,4.4,0.5,NA,3,2,724,341
"1513",6985,2026-07-06,1,51,42.8,68,3.55,3.32,4.5,0.5,NA,3,0,724,370
